alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,869,-44556.24099882718,-2909.8582938879435,"[2.0, 0.0, 0.30468176770425043, 200.0, 2.2329343272828024, 0.49499499869106894, 8.264497775321535, 5.43623981901274]",50,30,10,0.0001,10,"[-8494.85807655973, -14151.22625542024, -17917.31190049657, -29592.270420003482, -29592.270420003482, -41204.69456247475, -41204.69456247475, -41204.69456247475, -41204.69456247475, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718]",3.65
PSO,867,-63763.70972741491,-3790.3503361943203,"[4.314281314620998, 0.7163741893736961, 0.2833696652446336, 45.486271426564734, 1.8737011145538123, 0.49623430806838575, 5.32851099369625, 9.0]",50,40,10,0.0001,10,"[-17236.480568517723, -30991.737868134634, -38482.278151164246, -41962.778314959556, -41962.778314959556, -46211.116169867346, -48431.56289034603, -48431.56289034603, -49206.9107877669, -49206.9107877669, -49206.9107877669, -49206.9107877669, -49206.9107877669, -49206.9107877669, -49206.9107877669, -49206.9107877669, -54857.41633278178, -54857.41633278178, -59420.04707875188, -59420.04707875188, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63429.88603487642, -63429.88603487642, -63429.88603487642, -63429.88603487642, -63429.88603487642, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491]",4.87
PSO,873,-116754.38988350553,-1704.5821400878724,"[3.333587800104384, 0.0, 0.05, 34.22565019345612, 2.370178165444562, 0.47090513899944514, 5.086768390618428, 4.150529957301294]",50,25,10,0.0001,10,"[-22323.30699961094, -51633.27379863365, -53236.82450942357, -53236.82450942357, -53236.82450942357, -63805.33409746009, -76795.11682750363, -99671.78064397509, -99671.78064397509, -99671.78064397509, -99671.78064397509, -102882.79578215617, -102882.79578215617, -102882.79578215617, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.42
PSO,868,-118076.03989867195,-2298.061153737314,"[3.0885129691985997, 1.7568977917495303, 0.1282531580104922, 66.53519617979808, 1.9871168497293201, 0.5, 4.789471212395529, 4.056124114461611]",50,38,10,0.0001,10,"[-5872.498513927228, -10745.855336586163, -19440.159025443805, -25862.020451063956, -47401.70082167842, -47401.70082167842, -48394.49977187004, -58553.88477312102, -60267.457682200526, -60267.457682200526, -60267.457682200526, -60267.457682200526, -85708.80956747246, -85708.80956747246, -87206.7139190471, -90601.87952395379, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -112710.85825161963, -112710.85825161963, -112710.85825161963, -112710.85825161963, -114988.32660882402, -114988.32660882402, -114988.32660882402, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",4.91
PSO,871,-99772.68018574527,-3039.156319508696,"[2.93770597322389, 1.8934997271189489, 0.05, 200.0, 2.4333968504711887, 0.47308034292980145, 4.915617979274203, 6.006544826781229]",50,40,10,0.0001,10,"[-13457.664293140435, -36113.29256106187, -36113.29256106187, -40579.15782235874, -40579.15782235874, -40579.15782235874, -47383.54470765986, -47383.54470765986, -47383.54470765986, -48545.4706388761, -77370.70562122964, -77370.70562122964, -80113.92111323285, -80113.92111323285, -80113.92111323285, -85079.29779636694, -85079.29779636694, -88736.37963001695, -88736.37963001695, -88736.37963001695, -88736.37963001695, -88736.37963001695, -88736.37963001695, -89412.15662179718, -89412.15662179718, -89412.15662179718, -90484.99649309588, -96698.47014388097, -96698.47014388097, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527]",4.89
PSO,870,-116754.38988350553,-2230.102508417966,"[2.9704984378774237, 0.0017892625725563307, 0.3606127443727868, 109.82486526056337, 1.9024225385122335, 0.47152393270624093, 5.190223731400508, 4.124279919222724]",50,39,10,0.0001,10,"[-13123.631436519467, -13123.631436519467, -13123.631436519467, -14701.690946685992, -26907.92322650244, -47121.92502914893, -77474.57378226522, -84651.78272213656, -92045.12688075815, -92045.12688075815, -92045.12688075815, -94366.67063858718, -94498.39294996693, -94498.39294996693, -94498.39294996693, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95482.83186563104, -104843.6360230459, -106354.19894930774, -106354.19894930774, -106354.19894930774, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",5.59
PSO,874,-54160.42729657305,-4594.731091540691,"[2.545389671243946, 0.0, 0.3826774712472747, 46.040375336923795, 2.159245218606671, 0.3964034805116656, 8.861924563839452, 6.614847628660591]",50,34,10,0.0001,10,"[-12360.86755363358, -14806.597130269167, -28445.515950558056, -40454.651144391355, -40454.651144391355, -40454.651144391355, -43867.09545121015, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47125.35955083365, -47638.82158384571, -47638.82158384571, -49680.87027440253, -53874.80262150924, -53874.80262150924, -53874.80262150924, -53874.80262150924, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305]",4.36
PSO,876,-113629.10931082691,-2230.102508417966,"[3.272756020462582, 2.1219868642207715, 0.06232644596378359, 200.0, 2.3506515509194066, 0.4850077190444493, 5.195802841440459, 3.8287331703400627]",50,26,10,0.0001,10,"[-22584.37216159564, -25998.32225150372, -25998.32225150372, -25998.32225150372, -64176.80392108327, -64176.80392108327, -101342.72778358392, -101342.72778358392, -101342.72778358392, -101342.72778358392, -101342.72778358392, -101342.72778358392, -107896.29682302425, -107896.29682302425, -112633.17890343934, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691]",3.18
PSO,878,-81112.73936792623,-5056.399508885534,"[3.926480342137661, 1.4108601318564522, 0.3398243670761219, 55.09499315377195, 1.8232188817541348, 0.4898452523499671, 4.755783565529463, 5.816597119054163]",50,21,10,0.0001,10,"[-38860.094626585065, -46006.91608704721, -46006.91608704721, -46006.91608704721, -46006.91608704721, -61851.590660068316, -74148.41416239007, -74148.41416239007, -74148.41416239007, -74148.41416239007, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623]",2.49
PSO,877,-106207.3712509007,-3709.4299444908497,"[3.0020721826147083, 2.013027771612596, 0.1888601561772655, 20.0, 1.7644978081898866, 0.5, 5.081738233471756, 6.437716203347493]",50,23,10,0.0001,10,"[-21303.752564798615, -24716.742063254256, -34327.574956910874, -43844.75458586084, -43844.75458586084, -72364.42787821179, -72364.42787821179, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007]",2.89
PSO,875,-118076.03989867195,-2298.061153737314,"[2.884386321913699, 1.6720437341342016, 0.12725428120048837, 20.0, 2.370919383346947, 0.5, 4.958607434543179, 3.641265919411659]",50,29,10,0.0001,10,"[-28293.753191769447, -43606.46973996562, -43606.46973996562, -43606.46973996562, -43606.46973996562, -70770.50122870706, -73781.96449488118, -91254.27330286171, -91254.27330286171, -103594.53074169935, -103594.53074169935, -103594.53074169935, -103594.53074169935, -103594.53074169935, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",3.66
PSO,872,-116754.38988350553,-1704.5821400878724,"[2.7293232174318067, 0.32476681505655336, 0.4939044144267168, 140.46836558729825, 2.055419950424931, 0.4708310832297649, 5.142429763694241, 3.848724740704768]",50,58,10,0.0001,10,"[-29827.92544084316, -29827.92544084316, -41088.690741625636, -46216.285835456845, -46216.285835456845, -46707.7211726631, -48406.3202015142, -48406.3202015142, -48406.3202015142, -48407.88177946053, -56425.060522171516, -56425.060522171516, -61760.918715782915, -61760.918715782915, -61760.918715782915, -61760.918715782915, -70770.14431283492, -82389.37036442281, -82389.37036442281, -82389.37036442281, -82389.37036442281, -82389.37036442281, -82389.37036442281, -82389.37036442281, -82914.27787349962, -82914.27787349962, -82914.27787349962, -82914.27787349962, -82914.27787349962, -82914.27787349962, -82914.27787349962, -82914.27787349962, -88291.75912262076, -88291.75912262076, -88291.75912262076, -88291.75912262076, -93949.77199727132, -93949.77199727132, -93949.77199727132, -94457.7747595303, -94498.39294996693, -94498.39294996693, -94498.39294996693, -95263.21215535185, -95263.21215535185, -95705.47611532264, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",7.74
PSO,880,-111256.64698738551,-2506.203007905364,"[2.803837376592362, 2.1314129968140376, 0.08569248378404148, 80.14455228302982, 2.15822892428956, 0.5, 3.2043364902314044, 4.410171112274235]",50,24,10,0.0001,10,"[-12366.884296277056, -20114.6820569309, -20114.6820569309, -20114.6820569309, -20114.6820569309, -28908.35609234682, -46337.16190791083, -47469.86458037388, -57340.76170881406, -57340.76170881406, -63175.81369630461, -90292.18047027713, -104739.12485463885, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551]",2.81
PSO,881,-76795.11682750363,-3639.188073703881,"[3.04232218548351, 0.39662269224179436, 0.4339777011981906, 29.64623742531473, 2.1958041491441476, 0.5, 4.694959880203047, 4.492977774681452]",50,21,10,0.0001,10,"[-33438.7294279999, -33438.7294279999, -34940.37776412354, -39223.80874368698, -39223.80874368698, -50781.978977733765, -50781.978977733765, -50781.978977733765, -72051.8743685929, -72051.8743685929, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363]",2.63
PSO,882,-72302.50241204114,-2139.1135210274324,"[8.186289548894214, 1.697084781086493, 0.05, 200.0, 1.9322234888649534, 0.2372976921742603, 9.0, 8.877360014055151]",50,29,10,0.0001,10,"[-31828.44544635714, -31828.44544635714, -31828.44544635714, -48312.85555896004, -51917.69837330934, -57793.925384170114, -58794.78013724563, -58794.78013724563, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72099.06764942076, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114, -72302.50241204114]",3.37
PSO,886,-91998.58014495713,-4755.495030786397,"[4.686257418142318, 0.025513980844521778, 0.2825332090005023, 20.0, 1.7744035005180865, 0.2858206869255042, 6.615466750570738, 9.0]",50,20,10,0.0001,10,"[-35814.907856666905, -35814.907856666905, -54593.132994155545, -87525.8038649459, -87525.8038649459, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713, -91998.58014495713]",2.27
PSO,884,-66451.32144908249,-3140.370934462542,"[6.66755680253026, 2.430054362778582, 0.4885427933357594, 109.37378131231915, 1.524944088475838, 0.5, 9.0, 9.0]",50,35,10,0.0001,10,"[-8697.37719467581, -12467.4573221748, -12467.4573221748, -19464.498087030246, -19464.498087030246, -19464.498087030246, -19464.498087030246, -19464.498087030246, -19464.498087030246, -22288.03996618864, -33503.55455263498, -46784.87866175878, -46784.87866175878, -46784.87866175878, -54963.97625233723, -54963.97625233723, -63879.56745355449, -63879.56745355449, -63879.56745355449, -63879.56745355449, -63879.56745355449, -63879.56745355449, -63879.56745355449, -63879.56745355449, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249, -66451.32144908249]",3.65
PSO,887,-118076.03989867195,-2298.061153737314,"[2.8834728823409495, 2.470947904030853, 0.1279767761178947, 88.58350099716334, 1.9509888814631846, 0.5, 5.480309603890371, 4.04311727899584]",50,22,10,0.0001,10,"[-9207.076420712909, -48768.327667027974, -48768.327667027974, -48768.327667027974, -51754.452339947704, -51754.452339947704, -51754.452339947704, -51754.452339947704, -58922.5697242943, -96595.34817295948, -101326.55856136543, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",2.38
PSO,885,-104979.28870252677,-2410.2238789657736,"[2.8063141049270826, 0.0, 0.32871291821300874, 198.19299203255602, 1.9579898006452063, 0.4906181709010064, 3.287026536427334, 3.903846067609139]",50,32,10,0.0001,10,"[-6941.210071243557, -6941.210071243557, -6941.210071243557, -9727.726547045428, -24064.162147316376, -68294.7117422214, -68294.7117422214, -68294.7117422214, -68294.7117422214, -68294.7117422214, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -82351.6904124624, -86276.47944214086, -103900.23348474619, -103900.23348474619, -103900.23348474619, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",4.21
