alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,599,-116754.38988350553,-1704.5821400878724,"[2.922398522927656, 0.0, 0.18554787845035425, 187.77087461805152, 1.932382924680721, 0.4712319019151793, 5.03784477372252, 4.080819093700417]",50,30,10,0.0001,10,"[-63786.50871773088, -63786.50871773088, -63786.50871773088, -63786.50871773088, -63786.50871773088, -63786.50871773088, -72051.8743685929, -72051.8743685929, -72051.8743685929, -76795.11682750363, -76795.11682750363, -76795.11682750363, -78268.8333488566, -100079.71311130351, -100079.71311130351, -103691.43751914306, -104967.80580347912, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.12
PSO,594,-116935.60454870157,-5053.301398209954,"[5.166895934342426, 1.6131740843289848, 0.13985715178272726, 23.88289382307655, 1.8229353618189563, 0.3304131447472572, 7.322273527404125, 9.0]",50,56,10,0.0001,10,"[-5639.886887147237, -6391.3740732816195, -8743.444530442668, -8743.444530442668, -8743.444530442668, -9278.90482731552, -18351.0229625102, -18351.0229625102, -18351.0229625102, -32351.978849220806, -34829.09360300443, -37974.116630801276, -48079.47026910729, -48079.47026910729, -51182.96514891039, -51182.96514891039, -51182.96514891039, -58029.6593349841, -58029.6593349841, -58029.6593349841, -58029.6593349841, -58029.6593349841, -58029.6593349841, -80373.91031437207, -80373.91031437207, -80373.91031437207, -82667.17575051836, -82667.17575051836, -82667.17575051836, -82667.17575051836, -82667.17575051836, -82667.17575051836, -82667.17575051836, -83807.64579701019, -94243.98377509242, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -109218.52252858561, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157]",5.37
PSO,604,-54160.42729657305,-4594.731091540691,"[3.295643170957173, 0.0, 0.23925280797678655, 49.90470694252091, 2.2211951488440653, 0.397093859108616, 9.0, 6.78959869876079]",50,20,10,0.0001,10,"[-19771.465734492747, -40085.37435418931, -40085.37435418931, -42582.121211381, -50097.70610394656, -50097.70610394656, -50097.70610394656, -50097.70610394656, -53874.80262150924, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305, -54160.42729657305]",1.95
PSO,600,-101756.05311511425,-3036.172728419428,"[3.2062979362508237, 2.0938400611819508, 0.07960517476221093, 157.43735048068433, 1.6503972522402184, 0.47528461918771214, 5.224205753210297, 5.902930287332129]",50,38,10,0.0001,10,"[-14493.330322375541, -36763.85228758369, -36763.85228758369, -47142.22260795434, -47142.22260795434, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -56747.01059359463, -64469.083280612045, -77691.04569726344, -85079.29779636694, -85079.29779636694, -94124.00527199518, -99252.72086515657, -99252.72086515657, -99252.72086515657, -99252.72086515657, -99252.72086515657, -99252.72086515657, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425, -101756.05311511425]",3.57
PSO,603,-90105.13005970175,-4671.834576022263,"[5.14746826381539, 2.3634722459598105, 0.05, 200.0, 1.7529149813762044, 0.3029955769655746, 7.0711411560864414, 8.796404803784371]",50,27,10,0.0001,10,"[-19793.803264005746, -37703.159265699636, -37703.159265699636, -37703.159265699636, -47005.17437959743, -53831.01661806249, -53831.01661806249, -53831.01661806249, -53831.01661806249, -53831.01661806249, -76962.10275452131, -76962.10275452131, -76962.10275452131, -83618.35332001791, -83618.35332001791, -83859.39172160317, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175, -90105.13005970175]",2.51
PSO,606,-29359.437413853862,-5324.170515649423,"[25.47441980162851, 2.4210626680582763, 0.4717789536532263, 147.70026462438165, 1.7874464609256258, 0.5, 6.846240150348152, 9.0]",50,16,10,0.0001,10,"[-11157.383842477484, -16676.33997700213, -19662.460398477586, -27187.939711201012, -27838.426500181784, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862]",1.35
PSO,602,-118955.05793982882,-5053.301398209954,"[5.306497298639846, 1.5216151620108334, 0.14221851169007513, 89.5391380279314, 2.2756230532539243, 0.331768196696505, 7.298005338756119, 9.0]",50,42,10,0.0001,10,"[-26198.829453545022, -26198.829453545022, -79508.8659583383, -79508.8659583383, -79508.8659583383, -79508.8659583383, -79508.8659583383, -79508.8659583383, -84072.48431405563, -87412.07351912763, -87412.07351912763, -87412.07351912763, -91623.43182470134, -91623.43182470134, -92512.04266871119, -92512.04266871119, -94386.10373647873, -105905.66565278081, -105905.66565278081, -105905.66565278081, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -110013.74727023975, -110013.74727023975, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882]",3.95
PSO,607,-61389.39841907076,-4328.995357396795,"[4.00019245390684, 0.0, 0.19592300375885402, 97.01962040615123, 2.2501247926015076, 0.44875523851905363, 5.108301820193713, 9.0]",50,27,10,0.0001,10,"[-29207.787736164744, -36774.27159897208, -36774.27159897208, -36774.27159897208, -36946.6630019341, -47106.96923311513, -56968.91940493478, -58127.08581512726, -58127.08581512726, -58127.08581512726, -58127.08581512726, -58127.08581512726, -58127.08581512726, -58323.761274123375, -59263.70416278734, -59586.181096531385, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.52
PSO,608,-104979.28870252677,-2410.2238789657736,"[2.6659127035722054, 0.0, 0.2896480891380824, 129.04826150056968, 1.757633158526138, 0.49021992445117035, 3.0, 3.847742259433221]",50,20,10,0.0001,10,"[-6640.934477554169, -17581.442725857265, -32197.185864213196, -44002.260817085174, -50881.49734974137, -81096.44328182076, -81096.44328182076, -81096.44328182076, -81096.44328182076, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",1.98
PSO,601,-109554.81994988707,-4530.429946179889,"[4.947421101271346, 2.1732122646457728, 0.10246779009828459, 23.359199354764613, 1.5661541719318737, 0.31154383534041624, 7.2927752543018665, 9.0]",50,52,10,0.0001,10,"[-7021.551763593467, -46958.63569605107, -46958.63569605107, -47225.54674379794, -47361.405790662415, -56382.46037566892, -86881.31297847998, -86881.31297847998, -86881.31297847998, -86881.31297847998, -86881.31297847998, -86881.31297847998, -86881.31297847998, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95041.45403964276, -95537.2685200079, -95537.2685200079, -95537.2685200079, -95537.2685200079, -95537.2685200079, -100761.47757801165, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -108219.93218890636, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707, -109554.81994988707]",4.89
PSO,605,-116754.38988350553,-1704.5821400878724,"[3.0987284554470924, 0.0, 0.43535115146937625, 200.0, 1.5641670815461133, 0.4713050261970991, 4.735215571731238, 4.270447829078973]",50,46,10,0.0001,10,"[-9267.706033384642, -16728.917824710297, -19446.30265600947, -19446.30265600947, -45299.31420338745, -45299.31420338745, -45299.31420338745, -45299.31420338745, -63960.37599426304, -63960.37599426304, -67904.61525940557, -82914.27787349962, -82914.27787349962, -82914.27787349962, -89703.48441137385, -92045.12688075815, -92045.12688075815, -94457.7747595303, -94457.7747595303, -94457.7747595303, -94457.7747595303, -94457.7747595303, -94457.7747595303, -94457.7747595303, -94457.7747595303, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95705.47611532264, -95705.47611532264, -103691.43751914306, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.73
PSO,609,-116754.38988350553,-1704.5821400878724,"[2.780580181756898, 0.0, 0.45139534647400814, 124.78138836917546, 2.000066400050503, 0.47050429978542124, 4.864341180545098, 4.090965389264357]",50,28,10,0.0001,10,"[-13557.930665828091, -22311.89673498765, -51608.2009307063, -51608.2009307063, -70671.23506074217, -70671.23506074217, -77370.70562122964, -91923.41638317017, -91923.41638317017, -91923.41638317017, -91923.41638317017, -91923.41638317017, -92045.12688075815, -94457.7747595303, -94457.7747595303, -94498.39294996693, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.1
PSO,611,-116754.38988350553,-1704.5821400878724,"[2.976316810038318, 0.0, 0.05, 200.0, 2.3639478653032358, 0.4711122766154599, 4.8526575556593405, 4.199611035301971]",50,28,10,0.0001,10,"[-8362.033813070297, -28511.086769737296, -33004.12407772895, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -85044.19447923168, -95046.83622376852, -99671.78064397509, -99671.78064397509, -99671.78064397509, -100079.71311130351, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.02
PSO,615,-48277.76519632115,-3278.165011281023,"[3.7390194547456153, 3.0, 0.05777232911652658, 149.25925918545988, 3.0, 0.5, 8.176267964391638, 7.5288862091792925]",50,20,10,0.0001,10,"[-5292.480348771317, -26868.935582211307, -30066.814433844946, -30976.56094418258, -41794.343431440546, -41794.343431440546, -44947.69997522405, -45366.66182286944, -45366.66182286944, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115]",2.36
PSO,613,-31881.468129877478,-2696.9231008225665,"[27.904199429694412, 1.5279139756601199, 0.3377184946357119, 200.0, 1.9552950306949408, 0.5, 7.694373609236234, 9.0]",50,26,10,0.0001,10,"[-10084.979903924846, -14943.315667865054, -22969.852075077913, -26741.981248149445, -26741.981248149445, -27608.463490420272, -29185.553257895353, -29185.553257895353, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478]",2.55
PSO,614,-116754.38988350553,-1704.5821400878724,"[3.261220968924545, 0.0, 0.05, 20.0, 2.2800349375599263, 0.4706596041530901, 4.671483839307338, 3.8432254873235365]",50,25,10,0.0001,10,"[-11306.64244041351, -41945.233834459104, -57956.23226858952, -57956.23226858952, -80903.72114638443, -80903.72114638443, -87961.75684265954, -87961.75684265954, -87961.75684265954, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.63
PSO,618,-48375.282334195916,-7088.828575901657,"[3.8032845160908444, 2.013016632126619, 0.414253023244595, 20.292457124943137, 1.5930311678981521, 0.5, 8.223317316371814, 6.930505716432584]",50,24,10,0.0001,10,"[-12846.496822641398, -15299.64386234551, -24319.02650755167, -30830.94067544885, -39686.91907429908, -43405.486692819024, -43405.486692819024, -43405.486692819024, -43405.486692819024, -43405.486692819024, -43405.486692819024, -43405.486692819024, -43405.486692819024, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916, -48375.282334195916]",2.34
PSO,619,-43781.8417457982,-2909.8582938879435,"[2.0, 0.0, 0.5, 179.30940768238548, 2.27531831571387, 0.49439658991046825, 8.054867066426024, 5.19398259679813]",50,19,10,0.0001,10,"[-14630.158117549861, -25340.960988867304, -34004.39182665729, -34940.37776412354, -40983.01196191256, -40983.01196191256, -41707.90640638237, -42131.51286023848, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982]",1.98
PSO,616,-116754.38988350553,-1704.5821400878724,"[2.6827361244279944, 0.40356706833330175, 0.3924899521522805, 20.0, 1.882288028026947, 0.47115109899579144, 5.2037437321928515, 4.180914239143435]",50,34,10,0.0001,10,"[-15456.497580744726, -21701.345397507703, -23184.472862885872, -27356.943386300904, -29185.553257895353, -57304.47901941007, -57304.47901941007, -59963.80652881007, -59963.80652881007, -68714.15880585353, -68714.15880585353, -68714.15880585353, -68714.15880585353, -80209.38809496161, -87946.86042999054, -91547.32834115905, -92045.12688075815, -92045.12688075815, -92045.12688075815, -92304.00945075351, -95263.21215535185, -95705.47611532264, -95705.47611532264, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.6
PSO,617,-116754.38988350553,-1704.5821400878724,"[2.960157372798674, 0.0, 0.22583943078314977, 180.825993218098, 1.6573069184861724, 0.47121273506389033, 4.662668126795979, 3.9720910206138886]",50,29,10,0.0001,10,"[-7915.052139742948, -15150.768527304113, -15681.582065280938, -34894.176757260626, -34894.176757260626, -40722.912227483605, -52818.517454440625, -61911.09624869037, -93949.77199727132, -93949.77199727132, -93949.77199727132, -94498.39294996693, -94498.39294996693, -94498.39294996693, -94498.39294996693, -94498.39294996693, -105816.9311777904, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.13
PSO,612,-116754.38988350553,-1704.5821400878724,"[3.42380374398905, 0.020931654058982646, 0.17918131992997105, 20.319358768122, 2.060695334424667, 0.47023721777071587, 5.154856186382367, 3.8887610734129106]",50,52,10,0.0001,10,"[-20398.08491419549, -20398.08491419549, -20466.29919401867, -27517.073565272545, -27517.073565272545, -70671.23506074217, -70671.23506074217, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74945.15560611132, -88047.51278109895, -90468.16582936172, -90468.16582936172, -90956.04336374122, -90956.04336374122, -90956.04336374122, -92045.12688075815, -93949.77199727132, -93949.77199727132, -93949.77199727132, -94457.7747595303, -94457.7747595303, -94457.7747595303, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95705.47611532264, -95705.47611532264, -100079.71311130351, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",5.76
PSO,610,-79658.09441514584,-2616.024015572622,"[7.645746624762266, 2.251045165298723, 0.4940846337426678, 200.0, 1.817527176446644, 0.5, 6.279269891459634, 8.919087323512514]",50,68,10,0.0001,10,"[-7592.75017593205, -10225.525678659078, -13072.26864438444, -16309.47022190366, -17917.31190049657, -17917.31190049657, -19131.955232090346, -21986.60395968399, -21986.60395968399, -23184.472862885872, -24545.908854383535, -26026.24338551333, -29359.437413853862, -29359.437413853862, -30072.195893004737, -30386.87983411775, -36280.6053447788, -38256.96850912355, -40107.25826113699, -40107.25826113699, -40107.25826113699, -40107.25826113699, -40107.25826113699, -40107.25826113699, -40107.25826113699, -40112.95008043485, -40112.95008043485, -42967.299623541796, -42967.299623541796, -42967.299623541796, -42967.299623541796, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -58289.706155370324, -59222.846612600035, -59222.846612600035, -59222.846612600035, -59222.846612600035, -59222.846612600035, -59222.846612600035, -59222.846612600035, -75579.44957701933, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -77491.91433758698, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584]",6.7
PSO,620,-116754.38988350553,-1704.5821400878724,"[3.0285856554371913, 0.0, 0.5, 139.5546914264437, 2.340284089513231, 0.47071943828965385, 4.87938726038858, 4.348821779611685]",50,25,10,0.0001,10,"[-37079.303566751965, -37079.303566751965, -61911.09624869037, -72051.8743685929, -72051.8743685929, -72051.8743685929, -76795.11682750363, -84779.99131551203, -84779.99131551203, -85056.22301835472, -94457.7747595303, -94457.7747595303, -94457.7747595303, -95705.47611532264, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.76
PSO,624,-116754.38988350553,-1704.5821400878724,"[2.534099348484589, 0.3555096150889526, 0.3256992339929709, 54.94593378434328, 1.9110751705899143, 0.47060690705238234, 4.902474917967712, 4.191995298293391]",50,20,10,0.0001,10,"[-94498.39294996693, -94498.39294996693, -94498.39294996693, -94498.39294996693, -94498.39294996693, -100079.71311130351, -100079.71311130351, -100079.71311130351, -100079.71311130351, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.15
PSO,625,-39949.94770245231,-3370.073941060074,"[2.0, 2.943444606116318, 0.4728093975482953, 200.0, 3.0, 0.05, 9.0, 8.334839653520682]",50,18,10,0.0001,10,"[-21170.735067959235, -29413.57694810149, -38666.789198586026, -38666.789198586026, -38666.789198586026, -38666.789198586026, -38666.789198586026, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231, -39949.94770245231]",2.14
PSO,622,-118076.03989867195,-2298.061153737314,"[3.1582912104158596, 2.126130774222929, 0.12328241515742287, 113.1314933252695, 2.195323831242197, 0.4986861589540555, 5.169224259179591, 3.6457838931140985]",50,27,10,0.0001,10,"[-23831.290850322366, -56742.51918351998, -70153.67790002009, -70153.67790002009, -77639.6753658885, -85136.91514751024, -85136.91514751024, -92859.18841970644, -92859.18841970644, -109705.30104390372, -109705.30104390372, -109705.30104390372, -109705.30104390372, -109867.3755829833, -109867.3755829833, -110274.39194333927, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",2.82
PSO,621,-116754.38988350553,-1704.5821400878724,"[3.0450996404607498, 0.0, 0.06566590298469815, 20.0, 2.4432541285809837, 0.4709767772046147, 5.485089702809801, 4.339475778121374]",50,44,10,0.0001,10,"[-10874.827654606717, -22293.916200222353, -30411.329132070096, -31105.830448389377, -31105.830448389377, -31105.830448389377, -32377.28105716917, -43834.70463640608, -43834.70463640608, -43834.70463640608, -44556.64396544656, -57967.62977531869, -66759.26712881336, -87051.72024174588, -87051.72024174588, -87051.72024174588, -87051.72024174588, -90956.04336374122, -95983.21699691475, -95983.21699691475, -99671.78064397509, -104967.80580347912, -104967.80580347912, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.54
PSO,628,-63763.70972741491,-3790.3503361943203,"[3.6312421823679295, 0.6451912773100528, 0.2837929936355231, 141.8621066843308, 1.8664120034432798, 0.49643553888731573, 5.100338052860869, 9.0]",50,22,10,0.0001,10,"[-10351.490275565915, -27140.547538154693, -27592.767647378332, -41055.15218296416, -54732.22456599543, -54732.22456599543, -54732.22456599543, -54732.22456599543, -59294.25305030183, -59294.25305030183, -60874.99475880408, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491, -63763.70972741491]",2.24
PSO,626,-78146.34039231403,-5527.355623630713,"[5.870993452812045, 1.6139769683092937, 0.4251283220078068, 63.120252714595324, 1.642137726857223, 0.45837542965602196, 8.33355592219902, 9.0]",50,28,10,0.0001,10,"[-11398.817702785147, -28573.644439586304, -35728.97157897762, -41753.746629266534, -41753.746629266534, -41753.746629266534, -42369.1023026012, -44193.44165815687, -44193.44165815687, -44193.44165815687, -45357.77921197276, -45357.77921197276, -52898.67805272178, -52898.67805272178, -58706.69275874287, -58706.69275874287, -65892.04319684168, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403, -78146.34039231403]",2.61
PSO,623,-111256.64698738551,-2506.203007905364,"[2.9662909959889663, 1.5101551238027708, 0.05, 155.87036749117692, 2.219670063794211, 0.4923808287562828, 3.0, 4.029207487241768]",50,33,10,0.0001,10,"[-24773.19885709838, -35179.056523740655, -40229.567680549786, -40229.567680549786, -52036.47700561503, -60140.12756990238, -62763.94889594567, -62763.94889594567, -70522.65327318897, -70671.23506074217, -74315.1095197831, -82021.80368553089, -82021.80368553089, -85819.31502697237, -90080.26250813187, -90080.26250813187, -90080.26250813187, -90080.26250813187, -90080.26250813187, -91122.07526840085, -92356.92537126238, -99260.66331027013, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551]",3.39
PSO,627,-116754.38988350553,-1704.5821400878724,"[3.35010834551769, 0.0, 0.3868835398801747, 66.80064429408674, 2.247701493471042, 0.4708542971633039, 5.009189329592024, 3.614616020210769]",50,32,10,0.0001,10,"[-30462.950668041805, -30462.950668041805, -67660.94743057234, -67660.94743057234, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -88291.75912262076, -88291.75912262076, -92045.12688075815, -95263.21215535185, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.16
PSO,632,-91392.03574577752,-4983.799597134624,"[4.99749975540253, 0.0, 0.3040106966547885, 82.05451516871882, 2.3984620088822206, 0.2901602374107831, 7.051279456114601, 9.0]",50,15,10,0.0001,10,"[-16322.797192369875, -39164.994103207995, -39164.994103207995, -52576.3205988259, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752]",1.27
PSO,635,-116754.38988350553,-1704.5821400878724,"[2.67602469189848, 0.09547612220727827, 0.10265283522664913, 67.26081062430086, 2.305267514564005, 0.47051854647890573, 4.983857938634993, 3.957002245378365]",50,23,10,0.0001,10,"[-14698.5247833668, -91356.77620620486, -91356.77620620486, -91356.77620620486, -91356.77620620486, -91356.77620620486, -100079.71311130351, -100079.71311130351, -100079.71311130351, -104967.80580347912, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.3
PSO,633,-60665.85966841215,-4345.859877781334,"[5.408905059066814, 0.0, 0.46355221900386395, 101.38053862374666, 2.3037840763820894, 0.2903855545543888, 6.5349712485284535, 7.140591899905429]",50,29,10,0.0001,10,"[-6136.362619981388, -8997.584989557667, -41568.44416760298, -41568.44416760298, -41568.44416760298, -41568.44416760298, -41568.44416760298, -41860.23169730509, -46898.076645900976, -51729.09869323185, -51729.09869323185, -55375.65535981406, -56577.59473121299, -56577.59473121299, -56919.56577249709, -56919.56577249709, -56919.56577249709, -56919.56577249709, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215, -60665.85966841215]",2.7
PSO,637,-29359.437413853862,-4951.301360373697,"[27.608553253140705, 2.1823274109189694, 0.4783759122730672, 113.27445108633091, 1.9605456703258037, 0.5, 7.2998953422089015, 9.0]",50,21,10,0.0001,10,"[-10806.705440965114, -10806.705440965114, -14808.744026721666, -18223.1029295074, -18223.1029295074, -23536.733311590087, -24822.712181081242, -24822.712181081242, -24822.712181081242, -28404.41421981066, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862]",1.95
