alg,seed,fitness,theta,gens,time_sec,pop_size,r_repulsion,r_orientation,r_attraction,alpha,beta
CAB,3,6.011174305293842,"[-0.38419713296285335, -0.3033814316291766, 2.0303371830879446, 1.4520056958847152, -1.1668674653772306, 0.7627715865526022]",50,0.08,10,0.2,0.7,0.8,0.1,0.01
CAB,4,5.5730436153012235,"[-0.026902492291096404, 0.4309010559056437, -0.07066090177555008, 2.3762132454745775, -0.39977624223794395, -1.0666681635364454]",50,0.08,10,0.2,0.7,0.8,0.1,0.01
CAB,0,6.267317468448898,"[-0.29891899820020457, -0.36382744792347393, -3.1239828690003577, -0.9916843268723186, 0.8543813452944893, -0.19306344557810584]",50,0.08,10,0.2,0.7,0.8,0.1,0.05
CAB,1,5.552719175371529,"[-0.8658207906520515, 1.310361750761702, -0.7639591269332746, -0.8250481156797365, -2.1964612912991446, -0.06504649183413065]",50,0.08,10,0.2,0.7,0.8,0.1,0.05
CAB,2,6.306620096707412,"[-1.2256383205240953, -1.8882088193652629, -1.0168198469291203, 1.0238505746204234, 1.7864539563030832, -1.6445781505491752]",50,0.08,10,0.2,0.7,0.8,0.1,0.05
CAB,3,5.589866848143441,"[-1.0539743703169213, 0.9926250091816767, 2.0553918050037385, -2.0148671818879236, 1.8975014966355452, 0.9205283967999568]",50,0.08,10,0.2,0.7,0.8,0.1,0.05
CAB,4,5.484325675500276,"[0.016414988685001894, 1.29157921938365, -0.02387388369932153, -1.3469075334891225, 1.1285623353002254, 1.554149951125466]",50,0.08,10,0.2,0.7,0.8,0.1,0.05
CAB,0,7.354195719034429,"[1.7300842190328198, -0.977972373704422, -3.2281620399870237, 2.0095835541384974, 0.06808103246850297, -1.7812855001085368]",50,0.08,10,0.2,0.7,1.0,0.05,0.01
CAB,1,6.795089509770619,"[-1.1914659931202451, 1.939809880412591, -1.0055984571784131, -0.33431064417255946, -3.0227114347130395, -0.35633894346280076]",50,0.08,10,0.2,0.7,1.0,0.05,0.01
CAB,2,7.357500425235118,"[-0.057918977020240535, 1.404652349509255, -0.36231018205248117, 0.9831083657295231, 4.011080138850413, 1.015999628414265]",50,0.08,10,0.2,0.7,1.0,0.05,0.01
CAB,3,6.879116223954407,"[-1.1309174912839677, 1.0687435505437894, 2.0738693985914987, -2.3760566716624654, 2.173222550458536, 0.9322943641024302]",50,0.08,10,0.2,0.7,1.0,0.05,0.01
CAB,4,6.658596124100647,"[-0.06704921253625838, 1.5721323905215796, -0.17800240093117145, -2.0030365708104685, 1.5504094377668847, 2.118439042901045]",50,0.09,10,0.2,0.7,1.0,0.05,0.01
CAB,0,7.544913316047795,"[1.8952929326607537, -1.0231986251527108, -3.6900634616410817, 2.0180075040341796, 0.10451023556162416, -1.971273766248678]",50,0.09,10,0.2,0.7,1.0,0.05,0.05
CAB,1,6.987009640929973,"[-1.2355901310220367, 1.956338300044959, -1.0357485306345309, -0.41693598611458804, -3.0459907861376023, -0.33929538902460155]",50,0.08,10,0.2,0.7,1.0,0.05,0.05
CAB,2,7.241260679210944,"[-0.014257252771808093, 1.4381512681006612, -0.21651424752076645, 1.03645426269046, 4.071613669575464, 1.0013317512197761]",50,0.08,10,0.2,0.7,1.0,0.05,0.05
CAB,3,6.75579193782016,"[-1.088919296780062, 1.0984623406502616, 2.0634014479912484, -2.3278515804513935, 2.185570083252143, 0.9874172223468853]",50,0.08,10,0.2,0.7,1.0,0.05,0.05
CAB,4,6.460735927603345,"[-0.06805188012218075, 1.558398510143405, -0.21322893909549462, -2.0103365159349704, 1.3767036965069819, 2.0290797543888184]",50,0.08,10,0.2,0.7,1.0,0.05,0.05
CAB,0,6.032046694634609,"[1.0637847039764534, -0.5659809877758578, -1.11870538638552, 2.314657935086706, -1.0815202995447388, -0.3544222475167741]",50,0.08,10,0.2,0.7,1.0,0.1,0.01
CAB,1,5.919012982850557,"[-0.8377520964648937, 1.38087188370413, -0.7405759964512899, -0.6426405863783605, -2.2239897098072734, -0.04232798634278399]",50,0.08,10,0.2,0.7,1.0,0.1,0.01
CAB,2,5.724028324602724,"[0.06515801471510173, -0.9118941510896516, -0.3912736783194994, 0.007078637097366871, 3.1118143239877143, 1.0151419113458726]",50,0.08,10,0.2,0.7,1.0,0.1,0.01
CAB,3,6.011174305293842,"[-0.38419713296285335, -0.3033814316291766, 2.0303371830879446, 1.4520056958847152, -1.1668674653772306, 0.7627715865526022]",50,0.08,10,0.2,0.7,1.0,0.1,0.01
CAB,4,5.5730436153012235,"[-0.026902492291096404, 0.4309010559056437, -0.07066090177555008, 2.3762132454745775, -0.39977624223794395, -1.0666681635364454]",50,0.08,10,0.2,0.7,1.0,0.1,0.01
CAB,0,6.267317468448898,"[-0.29891899820020457, -0.36382744792347393, -3.1239828690003577, -0.9916843268723186, 0.8543813452944893, -0.19306344557810584]",50,0.08,10,0.2,0.7,1.0,0.1,0.05
CAB,1,5.552719175371529,"[-0.8658207906520515, 1.310361750761702, -0.7639591269332746, -0.8250481156797365, -2.1964612912991446, -0.06504649183413065]",50,0.08,10,0.2,0.7,1.0,0.1,0.05
CAB,2,6.306620096707412,"[-1.2256383205240953, -1.8882088193652629, -1.0168198469291203, 1.0238505746204234, 1.7864539563030832, -1.6445781505491752]",50,0.08,10,0.2,0.7,1.0,0.1,0.05
CAB,3,5.589866848143441,"[-1.0539743703169213, 0.9926250091816767, 2.0553918050037385, -2.0148671818879236, 1.8975014966355452, 0.9205283967999568]",50,0.08,10,0.2,0.7,1.0,0.1,0.05
CAB,4,5.484325675500276,"[0.016414988685001894, 1.29157921938365, -0.02387388369932153, -1.3469075334891225, 1.1285623353002254, 1.554149951125466]",50,0.08,10,0.2,0.7,1.0,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.65,30,0.1,0.4,0.8,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.67,30,0.1,0.4,0.8,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.67,30,0.1,0.4,0.8,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.63,30,0.1,0.4,0.8,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.64,30,0.1,0.4,0.8,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.63,30,0.1,0.4,0.8,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.63,30,0.1,0.4,0.8,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.65,30,0.1,0.4,0.8,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.67,30,0.1,0.4,0.8,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.63,30,0.1,0.4,0.8,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.67,30,0.1,0.4,0.8,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.66,30,0.1,0.4,0.8,0.1,0.01
CAB,2,5.450977950304345,"[-1.7304034205476617, -1.049013210476425, 1.1526039088992688, -0.4444620456607628, 0.4059180202999608, 1.0210724988617386]",50,0.67,30,0.1,0.4,0.8,0.1,0.01
CAB,3,4.021321677348578,"[0.0465791442059268, 0.17171685470526002, -1.009678325023149, 1.1840332415310457, -0.32790416771477593, -0.6185268343664624]",50,0.66,30,0.1,0.4,0.8,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.67,30,0.1,0.4,0.8,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.63,30,0.1,0.4,0.8,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.63,30,0.1,0.4,0.8,0.1,0.05
CAB,2,5.532604299626982,"[-2.0787952132471554, -0.9672661948829967, 0.930945000166662, -0.12630013771276938, 0.7747955182326703, 1.5495343156586783]",50,0.63,30,0.1,0.4,0.8,0.1,0.05
CAB,3,4.003094500526348,"[0.9113678853224545, -1.2708677138859958, 0.1666059211099792, 0.6817397252769797, 0.1363939158643252, -0.19390268909996433]",50,0.63,30,0.1,0.4,0.8,0.1,0.05
CAB,4,4.23809758615754,"[0.5501496206978125, 0.7305209780958677, -1.0495588846318633, 0.29152078631414774, -0.20521523426788862, 0.6756943756618724]",50,0.63,30,0.1,0.4,0.8,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.64,30,0.1,0.4,1.0,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.63,30,0.1,0.4,1.0,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.63,30,0.1,0.4,1.0,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.64,30,0.1,0.4,1.0,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.67,30,0.1,0.4,1.0,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.66,30,0.1,0.4,1.0,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.68,30,0.1,0.4,1.0,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.67,30,0.1,0.4,1.0,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.69,30,0.1,0.4,1.0,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.65,30,0.1,0.4,1.0,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.64,30,0.1,0.4,1.0,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.64,30,0.1,0.4,1.0,0.1,0.01
CAB,2,5.326915415199835,"[-0.116678937925495, 2.1122107404819377, 1.0104545125073598, 1.0977538265591158, 0.2407290709234571, -1.9139901567448927]",50,0.63,30,0.1,0.4,1.0,0.1,0.01
CAB,3,3.351144622629605,"[0.9078405963091045, -0.9422156838335007, -0.12912624964315417, 0.21125231035102476, 0.7416167781728441, 0.14803361323294903]",50,0.63,30,0.1,0.4,1.0,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.63,30,0.1,0.4,1.0,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.62,30,0.1,0.4,1.0,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.62,30,0.1,0.4,1.0,0.1,0.05
CAB,2,5.533246669694336,"[-2.080254886136112, -0.9670278863530675, 0.9309367410731321, -0.1247539441144775, 0.7746684398800315, 1.5491771818051143]",50,0.64,30,0.1,0.4,1.0,0.1,0.05
CAB,3,3.8987897492964234,"[0.5155198155298981, -1.1644108973806033, -0.3069224813482469, 0.360822810064874, -0.18469802725973006, -0.11798782237458016]",50,0.64,30,0.1,0.4,1.0,0.1,0.05
CAB,4,4.1802375029872,"[0.5081677628731873, 0.6524991251631669, -0.9813879323011252, 0.27593311112906055, -0.23045922594907275, 0.6635318499545689]",50,0.65,30,0.1,0.4,1.0,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.65,30,0.1,0.7,0.8,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.73,30,0.1,0.7,0.8,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.66,30,0.1,0.7,0.8,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.63,30,0.1,0.7,0.8,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.65,30,0.1,0.7,0.8,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.65,30,0.1,0.7,0.8,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.63,30,0.1,0.7,0.8,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.64,30,0.1,0.7,0.8,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.64,30,0.1,0.7,0.8,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.64,30,0.1,0.7,0.8,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.66,30,0.1,0.7,0.8,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.64,30,0.1,0.7,0.8,0.1,0.01
CAB,2,5.450977950304345,"[-1.7304034205476617, -1.049013210476425, 1.1526039088992688, -0.4444620456607628, 0.4059180202999608, 1.0210724988617386]",50,0.62,30,0.1,0.7,0.8,0.1,0.01
CAB,3,4.021321677348578,"[0.0465791442059268, 0.17171685470526002, -1.009678325023149, 1.1840332415310457, -0.32790416771477593, -0.6185268343664624]",50,0.64,30,0.1,0.7,0.8,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.65,30,0.1,0.7,0.8,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.64,30,0.1,0.7,0.8,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.64,30,0.1,0.7,0.8,0.1,0.05
CAB,2,5.532604299626982,"[-2.0787952132471554, -0.9672661948829967, 0.930945000166662, -0.12630013771276938, 0.7747955182326703, 1.5495343156586783]",50,0.66,30,0.1,0.7,0.8,0.1,0.05
CAB,3,4.003094500526348,"[0.9113678853224545, -1.2708677138859958, 0.1666059211099792, 0.6817397252769797, 0.1363939158643252, -0.19390268909996433]",50,0.63,30,0.1,0.7,0.8,0.1,0.05
CAB,4,4.23809758615754,"[0.5501496206978125, 0.7305209780958677, -1.0495588846318633, 0.29152078631414774, -0.20521523426788862, 0.6756943756618724]",50,0.64,30,0.1,0.7,0.8,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.64,30,0.1,0.7,1.0,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.64,30,0.1,0.7,1.0,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.63,30,0.1,0.7,1.0,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.65,30,0.1,0.7,1.0,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.72,30,0.1,0.7,1.0,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.65,30,0.1,0.7,1.0,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.67,30,0.1,0.7,1.0,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.85,30,0.1,0.7,1.0,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.69,30,0.1,0.7,1.0,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.64,30,0.1,0.7,1.0,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.64,30,0.1,0.7,1.0,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.64,30,0.1,0.7,1.0,0.1,0.01
CAB,2,5.326915415199835,"[-0.116678937925495, 2.1122107404819377, 1.0104545125073598, 1.0977538265591158, 0.2407290709234571, -1.9139901567448927]",50,0.63,30,0.1,0.7,1.0,0.1,0.01
CAB,3,3.351144622629605,"[0.9078405963091045, -0.9422156838335007, -0.12912624964315417, 0.21125231035102476, 0.7416167781728441, 0.14803361323294903]",50,0.64,30,0.1,0.7,1.0,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.64,30,0.1,0.7,1.0,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.64,30,0.1,0.7,1.0,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.63,30,0.1,0.7,1.0,0.1,0.05
CAB,2,5.533246669694336,"[-2.080254886136112, -0.9670278863530675, 0.9309367410731321, -0.1247539441144775, 0.7746684398800315, 1.5491771818051143]",50,0.64,30,0.1,0.7,1.0,0.1,0.05
CAB,3,3.8987897492964234,"[0.5155198155298981, -1.1644108973806033, -0.3069224813482469, 0.360822810064874, -0.18469802725973006, -0.11798782237458016]",50,0.63,30,0.1,0.7,1.0,0.1,0.05
CAB,4,4.1802375029872,"[0.5081677628731873, 0.6524991251631669, -0.9813879323011252, 0.27593311112906055, -0.23045922594907275, 0.6635318499545689]",50,0.62,30,0.1,0.7,1.0,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.63,30,0.2,0.4,0.8,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.63,30,0.2,0.4,0.8,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.63,30,0.2,0.4,0.8,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.62,30,0.2,0.4,0.8,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.63,30,0.2,0.4,0.8,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.64,30,0.2,0.4,0.8,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.65,30,0.2,0.4,0.8,0.05,0.05
CAB,2,6.84424101525207,"[0.20264288232544414, 0.6603207974798493, 1.3120022447431703, 0.9399140036267413, 3.002320334230629, -2.0132654815705213]",50,0.64,30,0.2,0.4,0.8,0.05,0.05
CAB,3,5.695721961663963,"[1.3367170255670913, -1.2677999930234414, 0.25855848341560084, 1.5447259931468993, 0.8868969805416016, 0.2803601170729092]",50,0.64,30,0.2,0.4,0.8,0.05,0.05
CAB,4,6.141099834478034,"[0.623130924824609, 1.0218019481073766, -2.4327110494849635, 1.0345993285109025, -0.8897654098352628, 0.5701897724243931]",50,0.65,30,0.2,0.4,0.8,0.05,0.05
CAB,0,5.704392177294,"[1.2684318770965302, -0.8852941280827141, -1.3237121968561656, 2.1180328328106253, -0.8158206939670499, -0.10458142034135728]",50,0.64,30,0.2,0.4,0.8,0.1,0.01
CAB,1,3.8763610626386797,"[0.08372146399783591, 0.9989365887397551, 1.3227354880945537, -0.31591649416904477, -0.09803461256832235, -0.19387122614064747]",50,0.63,30,0.2,0.4,0.8,0.1,0.01
CAB,2,5.450977950304345,"[-1.7304034205476617, -1.049013210476425, 1.1526039088992688, -0.4444620456607628, 0.4059180202999608, 1.0210724988617386]",50,0.63,30,0.2,0.4,0.8,0.1,0.01
CAB,3,4.021321677348578,"[0.0465791442059268, 0.17171685470526002, -1.009678325023149, 1.1840332415310457, -0.32790416771477593, -0.6185268343664624]",50,0.63,30,0.2,0.4,0.8,0.1,0.01
CAB,4,4.668489827667521,"[0.26103918040455654, 0.8775719096739699, -1.2111366697661419, 0.489648402431024, -0.48038003111200434, 0.7104780338543771]",50,0.63,30,0.2,0.4,0.8,0.1,0.01
CAB,0,5.427270045259608,"[1.1568736825531571, -1.0000886505668973, -1.0241695291269033, 2.2014521430566782, -0.9400389936008249, -0.35835984938501014]",50,0.63,30,0.2,0.4,0.8,0.1,0.05
CAB,1,4.1530738079854395,"[-0.7399090467282867, 0.8942728666820927, -0.32833652388139445, -0.26751605908540976, -0.9999528767780155, -0.3870282397306661]",50,0.62,30,0.2,0.4,0.8,0.1,0.05
CAB,2,5.532604299626982,"[-2.0787952132471554, -0.9672661948829967, 0.930945000166662, -0.12630013771276938, 0.7747955182326703, 1.5495343156586783]",50,0.63,30,0.2,0.4,0.8,0.1,0.05
CAB,3,4.003094500526348,"[0.9113678853224545, -1.2708677138859958, 0.1666059211099792, 0.6817397252769797, 0.1363939158643252, -0.19390268909996433]",50,0.63,30,0.2,0.4,0.8,0.1,0.05
CAB,4,4.23809758615754,"[0.5501496206978125, 0.7305209780958677, -1.0495588846318633, 0.29152078631414774, -0.20521523426788862, 0.6756943756618724]",50,0.63,30,0.2,0.4,0.8,0.1,0.05
CAB,0,7.133375274222047,"[1.8086554287951815, -0.9286772843037269, -3.1053626637662446, 1.8944989014783764, 0.27006958864031566, -1.2486596336858282]",50,0.63,30,0.2,0.4,1.0,0.05,0.01
CAB,1,6.248993759607327,"[0.943648839727104, -2.0449036893483146, 3.062989080926335, 0.10815825369847387, 0.027101684063320714, 2.1069860644224465]",50,0.63,30,0.2,0.4,1.0,0.05,0.01
CAB,2,6.652432273421365,"[0.07653185123637665, 0.5220785313588941, 1.280997357496934, 0.9512036233582434, 2.9193465459220564, -1.9591102890577143]",50,0.64,30,0.2,0.4,1.0,0.05,0.01
CAB,3,5.789943132672921,"[0.20632141399923015, -1.5289549214583045, -1.6715075579868692, 1.0028147621589016, -1.212106982289825, 0.9819132504896073]",50,0.62,30,0.2,0.4,1.0,0.05,0.01
CAB,4,6.4776036557334,"[0.29616733437521897, 0.9806787218769014, 0.3552018424559329, -2.058138313157673, 1.1592271506498124, 2.328809387467518]",50,0.63,30,0.2,0.4,1.0,0.05,0.01
CAB,0,6.853960000124188,"[-0.8400870533067879, -0.7846322171337816, 3.0673761043281083, 0.9245274741035432, -1.7613425485396252, -2.0254034604195725]",50,0.66,30,0.2,0.4,1.0,0.05,0.05
CAB,1,5.90725377400409,"[0.9895326638236206, 1.833637506362407, 2.0770157429855365, -1.0959573958627313, -0.283895961465578, -0.4836905299957747]",50,0.62,30,0.2,0.4,1.0,0.05,0.05
